year_film,category,movie_title,nominee,oscwin,ggwin,guildwin,sagwin,bawin,tomatometer_rating,tomatometer_status,genre,metascore,numnom
1992,supporting actress,husbands and wives,judy davis,0,0,0,0,0,93.0,certified fresh,none,93.0,2
1992,supporting actress,enchanted april,joan plowright,0,1,0,0,0,84.0,fresh,none,84.0,2
1992,supporting actress,howards end,vanessa redgrave,0,0,0,0,0,94.0,certified fresh,"['drama', 'romance']",89.0,8
1992,supporting actress,my cousin vinny,marisa tomei,1,0,0,0,0,86.0,certified fresh,"['comedy', 'crime']",68.0,1
1992,production design,chaplin,chaplin,0,0,0,0,0,60.0,fresh,"['biography', 'drama', 'comedy']",47.0,3
1992,production design,howards end,howards end,1,0,0,0,0,94.0,certified fresh,"['drama', 'romance']",89.0,8
1992,production design,toys,toys,0,0,0,0,0,30.0,rotten,none,30.0,1
1992,production design,unforgiven,unforgiven,0,0,0,0,0,96.0,certified fresh,"['drama', 'crime', 'western']",85.0,7
1992,cinematography,hoffa,hoffa,0,0,0,0,0,52.0,rotten,none,52.0,1
1992,cinematography,howards end,howards end,0,0,0,0,0,94.0,certified fresh,"['drama', 'romance']",89.0,8
1992,cinematography,a river runs through it,a river runs through it,1,0,0,0,0,80.0,certified fresh,['drama'],68.0,3
1992,cinematography,unforgiven,unforgiven,0,0,0,0,0,96.0,certified fresh,"['drama', 'crime', 'western']",85.0,7
1992,director,the crying game,the crying game,0,0,0,0,0,94.0,certified fresh,"['thriller', 'romance', 'crime']",90.0,5
1992,director,howards end,howards end,0,0,0,0,0,94.0,certified fresh,"['drama', 'romance']",89.0,8
1992,director,the player,the player,0,0,0,0,1,86.0,False,"['drama', 'mystery', 'thriller', 'comedy', 'romance', 'crime']",86.0,2
1992,director,scent of a woman,scent of a woman,0,0,0,0,0,88.0,certified fresh,['drama'],59.0,4
1992,director,unforgiven,unforgiven,1,1,1,0,0,96.0,certified fresh,"['drama', 'crime', 'western']",85.0,7
1992,score,aladdin,aladdin,1,1,0,0,0,95.0,certified fresh,"['adventure', 'fantasy', 'comedy', 'romance', 'animation', 'family', 'musical']",86.0,1
1992,score,basic instinct,basic instinct,0,0,0,0,0,53.0,rotten,"['mystery', 'thriller', 'romance']",41.0,1
1992,score,chaplin,chaplin,0,0,0,0,0,60.0,fresh,"['biography', 'drama', 'comedy']",47.0,3
1992,score,howards end,howards end,0,0,0,0,0,94.0,certified fresh,"['drama', 'romance']",89.0,8
1992,score,a river runs through it,a river runs through it,0,0,0,0,0,80.0,certified fresh,['drama'],68.0,3
1992,picture,the crying game,the crying game,0,0,1,0,0,94.0,certified fresh,"['thriller', 'romance', 'crime']",90.0,5
1992,picture,a few good men,a few good men,0,0,0,0,0,82.0,certified fresh,"['drama', 'mystery', 'thriller', 'crime']",62.0,2
1992,picture,howards end,howards end,0,0,0,0,1,94.0,certified fresh,"['drama', 'romance']",89.0,8
1992,picture,scent of a woman,scent of a woman,0,1,0,0,0,88.0,certified fresh,['drama'],59.0,4
1992,picture,unforgiven,unforgiven,1,0,0,0,0,96.0,certified fresh,"['drama', 'crime', 'western']",85.0,7
1992,effects,alien 3,alien 3,0,0,0,0,0,59.0,False,"['action', 'sci-fi', 'thriller']",59.0,1
1992,effects,batman returns,batman returns,0,0,0,0,0,68.0,False,['action'],68.0,1
1992,effects,death becomes her,death becomes her,1,0,0,0,0,52.0,rotten,"['fantasy', 'horror', 'comedy']",56.0,1
1992,screenplay,enchanted april,enchanted april,0,0,0,0,0,84.0,fresh,none,84.0,2
1992,screenplay,howards end,howards end,1,0,0,0,0,94.0,certified fresh,"['drama', 'romance']",89.0,8
1992,screenplay,the player,the player,0,0,1,0,1,86.0,False,"['drama', 'mystery', 'thriller', 'comedy', 'romance', 'crime']",86.0,2
1992,screenplay,a river runs through it,a river runs through it,0,0,0,0,0,80.0,certified fresh,['drama'],68.0,3
1992,screenplay,scent of a woman,scent of a woman,0,1,0,0,0,88.0,certified fresh,['drama'],59.0,4
1992,screenplay,the crying game,the crying game,1,0,0,0,0,94.0,certified fresh,"['thriller', 'romance', 'crime']",90.0,5
1992,screenplay,husbands and wives,husbands and wives,0,0,0,0,1,93.0,certified fresh,none,93.0,2
1992,screenplay,unforgiven,unforgiven,0,0,0,0,0,96.0,certified fresh,"['drama', 'crime', 'western']",85.0,7
1993,actor,in the name of the father,daniel day-lewis,0,0,0,0,0,94.0,certified fresh,"['biography', 'drama']",84.0,6
1993,actor,philadelphia,tom hanks,1,1,0,0,0,80.0,certified fresh,['drama'],66.0,2
1993,actor,the remains of the day,anthony hopkins,0,0,0,0,1,95.0,certified fresh,"['drama', 'romance']",84.0,7
1993,supporting actor,the fugitive,tommy lee jones,1,1,0,0,0,96.0,certified fresh,"['action', 'drama', 'mystery', 'thriller', 'crime']",87.0,4
1993,supporting actor,in the line of fire,john malkovich,0,0,0,0,0,96.0,certified fresh,"['drama', 'thriller']",74.0,2
1993,supporting actor,in the name of the father,pete postlethwaite,0,0,0,0,0,94.0,certified fresh,"['biography', 'drama']",84.0,6
1993,actress,six degrees of separation,stockard channing,0,0,0,0,0,88.0,fresh,"['drama', 'mystery', 'comedy']",72.0,1
1993,actress,the piano,holly hunter,1,1,0,0,1,92.0,certified fresh,"['drama', 'romance']",89.0,6
1993,actress,the remains of the day,emma thompson,0,0,0,0,0,95.0,certified fresh,"['drama', 'romance']",84.0,7
1993,actress,shadowlands,debra winger,0,0,0,0,0,97.0,fresh,none,97.0,2
1993,supporting actress,the firm,holly hunter,0,0,0,0,0,75.0,certified fresh,"['drama', 'thriller']",58.0,2
1993,supporting actress,the piano,anna paquin,1,0,0,0,0,92.0,certified fresh,"['drama', 'romance']",89.0,6
1993,supporting actress,fearless,rosie perez,0,0,0,0,0,87.0,fresh,none,87.0,1
1993,supporting actress,the age of innocence,winona ryder,0,1,0,0,0,83.0,certified fresh,"['drama', 'romance']",90.0,4
1993,supporting actress,in the name of the father,emma thompson,0,0,0,0,0,94.0,certified fresh,"['biography', 'drama']",84.0,6
1993,production design,addams family values,addams family values,0,0,0,0,0,76.0,certified fresh,"['fantasy', 'comedy']",62.0,1
1993,production design,the age of innocence,the age of innocence,0,0,0,0,0,83.0,certified fresh,"['drama', 'romance']",90.0,4
1993,production design,orlando,orlando,0,0,0,0,0,84.0,certified fresh,none,84.0,1
1993,production design,the remains of the day,the remains of the day,0,0,0,0,0,95.0,certified fresh,"['drama', 'romance']",84.0,7
1993,cinematography,the fugitive,the fugitive,0,0,0,0,0,96.0,certified fresh,"['action', 'drama', 'mystery', 'thriller', 'crime']",87.0,4
1993,cinematography,the piano,the piano,0,0,0,0,0,92.0,certified fresh,"['drama', 'romance']",89.0,6
1993,cinematography,searching for bobby fischer,searching for bobby fischer,0,0,0,0,0,100.0,certified fresh,"['biography', 'drama']",89.0,1
1993,director,in the name of the father,in the name of the father,0,0,0,0,0,94.0,certified fresh,"['biography', 'drama']",84.0,6
1993,director,the piano,the piano,0,0,0,0,0,92.0,certified fresh,"['drama', 'romance']",89.0,6
1993,director,the remains of the day,the remains of the day,0,0,0,0,0,95.0,certified fresh,"['drama', 'romance']",84.0,7
1993,director,short cuts,short cuts,0,0,0,0,0,79.0,False,"['drama', 'comedy']",79.0,1
1993,score,the age of innocence,the age of innocence,0,0,0,0,0,83.0,certified fresh,"['drama', 'romance']",90.0,4
1993,score,the firm,the firm,0,0,0,0,0,75.0,certified fresh,"['drama', 'thriller']",58.0,2
1993,score,the fugitive,the fugitive,0,0,0,0,0,96.0,certified fresh,"['action', 'drama', 'mystery', 'thriller', 'crime']",87.0,4
1993,score,the remains of the day,the remains of the day,0,0,0,0,0,95.0,certified fresh,"['drama', 'romance']",84.0,7
1993,picture,the fugitive,the fugitive,0,0,0,0,0,96.0,certified fresh,"['action', 'drama', 'mystery', 'thriller', 'crime']",87.0,4
1993,picture,in the name of the father,in the name of the father,0,0,0,0,0,94.0,certified fresh,"['biography', 'drama']",84.0,6
1993,picture,the piano,the piano,0,0,0,0,0,92.0,certified fresh,"['drama', 'romance']",89.0,6
1993,picture,the remains of the day,the remains of the day,0,0,0,0,0,95.0,certified fresh,"['drama', 'romance']",84.0,7
1993,effects,cliffhanger,cliffhanger,0,0,0,0,0,60.0,False,"['action', 'adventure', 'thriller']",60.0,1
1993,effects,jurassic park,jurassic park,1,0,0,0,0,91.0,certified fresh,"['adventure', 'sci-fi', 'thriller']",68.0,1
1993,effects,the nightmare before christmas,the nightmare before christmas,0,0,0,0,0,95.0,certified fresh,"['fantasy', 'animation', 'family', 'musical']",82.0,1
1993,screenplay,the age of innocence,the age of innocence,0,0,0,0,0,83.0,certified fresh,"['drama', 'romance']",90.0,4
1993,screenplay,in the name of the father,in the name of the father,0,0,0,0,0,94.0,certified fresh,"['biography', 'drama']",84.0,6
1993,screenplay,the remains of the day,the remains of the day,0,0,0,0,0,95.0,certified fresh,"['drama', 'romance']",84.0,7
1993,screenplay,shadowlands,shadowlands,0,0,0,0,0,97.0,fresh,none,97.0,2
1993,screenplay,dave,dave,0,0,0,0,0,95.0,certified fresh,none,95.0,1
1993,screenplay,in the line of fire,in the line of fire,0,0,0,0,0,96.0,certified fresh,"['drama', 'thriller']",74.0,2
1993,screenplay,philadelphia,philadelphia,0,0,0,0,0,80.0,certified fresh,['drama'],66.0,2
1993,screenplay,the piano,the piano,1,0,1,0,0,92.0,certified fresh,"['drama', 'romance']",89.0,6
1993,screenplay,sleepless in seattle,sleepless in seattle,0,0,0,0,0,72.0,False,"['drama', 'comedy', 'romance']",72.0,1
1994,actor,the shawshank redemption,morgan freeman,0,0,0,0,0,90.0,certified fresh,"['drama', 'crime']",80.0,5
1994,actor,forrest gump,tom hanks,1,1,0,1,0,72.0,fresh,"['drama', 'romance']",82.0,9
1994,actor,the madness of king george,nigel hawthorne,0,0,0,0,0,93.0,certified fresh,none,93.0,4
1994,actor,pulp fiction,john travolta,0,0,0,0,0,92.0,certified fresh,"['drama', 'thriller', 'crime']",94.0,6
1994,supporting actor,pulp fiction,samuel l jackson,0,0,0,0,0,92.0,certified fresh,"['drama', 'thriller', 'crime']",94.0,6
1994,supporting actor,ed wood,martin landau,1,1,0,1,0,92.0,certified fresh,"['biography', 'drama', 'comedy']",70.0,1
1994,supporting actor,quiz show,paul scofield,0,0,0,0,0,96.0,certified fresh,"['drama', 'history']",88.0,4
1994,supporting actor,forrest gump,gary sinise,0,0,0,0,0,72.0,fresh,"['drama', 'romance']",82.0,9
1994,actress,little women,winona ryder,0,0,0,0,0,87.0,False,"['drama', 'romance', 'family']",87.0,2
1994,actress,the client,susan sarandon,0,0,0,0,1,65.0,False,"['drama', 'mystery', 'thriller', 'crime']",65.0,1
1994,supporting actress,the madness of king george,helen mirren,0,0,0,0,0,93.0,certified fresh,none,93.0,4
1994,supporting actress,pulp fiction,uma thurman,0,0,0,0,0,92.0,certified fresh,"['drama', 'thriller', 'crime']",94.0,6
1994,production design,forrest gump,forrest gump,0,0,0,0,0,72.0,fresh,"['drama', 'romance']",82.0,9
1994,production design,interview with the vampire,interview with the vampire,0,0,0,0,0,62.0,fresh,"['drama', 'horror']",59.0,2
1994,production design,legends of the fall,legends of the fall,0,0,0,0,0,45.0,False,"['drama', 'romance', 'war', 'western']",45.0,2
1994,production design,the madness of king george,the madness of king george,1,0,0,0,0,93.0,certified fresh,none,93.0,4
1994,cinematography,forrest gump,forrest gump,0,0,0,0,0,72.0,fresh,"['drama', 'romance']",82.0,9
1994,cinematography,legends of the fall,legends of the fall,1,0,0,0,0,45.0,False,"['drama', 'romance', 'war', 'western']",45.0,2
1994,cinematography,the shawshank redemption,the shawshank redemption,0,0,0,0,0,90.0,certified fresh,"['drama', 'crime']",80.0,5
1994,cinematography,wyatt earp,wyatt earp,0,0,0,0,0,44.0,rotten,"['action', 'adventure', 'biography', 'romance', 'western']",47.0,1
1994,director,forrest gump,forrest gump,1,1,1,0,0,72.0,fresh,"['drama', 'romance']",82.0,9
1994,director,pulp fiction,pulp fiction,0,0,0,0,0,92.0,certified fresh,"['drama', 'thriller', 'crime']",94.0,6
1994,director,quiz show,quiz show,0,0,0,0,0,96.0,certified fresh,"['drama', 'history']",88.0,4
1994,score,forrest gump,forrest gump,0,0,0,0,0,72.0,fresh,"['drama', 'romance']",82.0,9
1994,score,interview with the vampire,interview with the vampire,0,0,0,0,0,62.0,fresh,"['drama', 'horror']",59.0,2
1994,score,the lion king,the lion king,1,1,0,0,0,93.0,certified fresh,"['adventure', 'drama', 'animation', 'family', 'musical']",88.0,1
1994,score,little women,little women,0,0,0,0,0,87.0,False,"['drama', 'romance', 'family']",87.0,2
1994,score,the shawshank redemption,the shawshank redemption,0,0,0,0,0,90.0,certified fresh,"['drama', 'crime']",80.0,5
1994,picture,forrest gump,forrest gump,1,1,1,0,0,72.0,fresh,"['drama', 'romance']",82.0,9
1994,picture,four weddings and a funeral,four weddings and a funeral,0,0,0,0,1,96.0,certified fresh,"['drama', 'comedy', 'romance']",81.0,2
1994,picture,pulp fiction,pulp fiction,0,0,0,0,0,92.0,certified fresh,"['drama', 'thriller', 'crime']",94.0,6
1994,picture,quiz show,quiz show,0,0,0,0,0,96.0,certified fresh,"['drama', 'history']",88.0,4
1994,picture,the shawshank redemption,the shawshank redemption,0,0,0,0,0,90.0,certified fresh,"['drama', 'crime']",80.0,5
1994,effects,forrest gump,forrest gump,1,0,0,0,0,72.0,fresh,"['drama', 'romance']",82.0,9
1994,effects,the mask,the mask,0,0,0,0,0,77.0,certified fresh,"['action', 'fantasy', 'comedy', 'romance', 'crime']",56.0,1
1994,effects,true lies,true lies,0,0,0,0,0,63.0,False,"['action', 'thriller', 'comedy', 'romance']",63.0,1
1994,screenplay,forrest gump,forrest gump,1,0,1,0,0,72.0,fresh,"['drama', 'romance']",82.0,9
1994,screenplay,the madness of king george,the madness of king george,0,0,0,0,0,93.0,certified fresh,none,93.0,4
1994,screenplay,quiz show,quiz show,0,0,0,0,1,96.0,certified fresh,"['drama', 'history']",88.0,4
1994,screenplay,the shawshank redemption,the shawshank redemption,0,0,0,0,0,90.0,certified fresh,"['drama', 'crime']",80.0,5
1994,screenplay,four weddings and a funeral,four weddings and a funeral,0,0,0,0,0,96.0,certified fresh,"['drama', 'comedy', 'romance']",81.0,2
1994,screenplay,heavenly creatures,heavenly creatures,0,0,0,0,0,92.0,certified fresh,none,92.0,1
1994,screenplay,pulp fiction,pulp fiction,1,1,0,0,1,92.0,certified fresh,"['drama', 'thriller', 'crime']",94.0,6
1995,actor,leaving las vegas,nicolas cage,1,1,0,1,0,90.0,certified fresh,"['drama', 'romance']",82.0,4
1995,actor,nixon,anthony hopkins,0,0,0,0,0,74.0,certified fresh,"['biography', 'drama']",66.0,4
1995,actor,dead man walking,sean penn,0,0,0,0,0,95.0,certified fresh,"['drama', 'crime']",80.0,3
1995,supporting actor,babe,james cromwell,0,0,0,0,0,97.0,certified fresh,"['adventure', 'drama', 'fantasy', 'family']",83.0,6
1995,supporting actor,apollo 13,ed harris,0,0,0,1,0,95.0,certified fresh,"['adventure', 'drama', 'history']",77.0,7
1995,supporting actor,rob roy,tim roth,0,0,0,0,1,55.0,False,"['action', 'biography', 'drama', 'history', 'romance', 'war']",55.0,1
1995,supporting actor,the usual suspects,kevin spacey,1,0,0,0,0,89.0,certified fresh,"['mystery', 'thriller', 'crime']",77.0,2
1995,actress,dead man walking,susan sarandon,1,0,0,1,0,95.0,certified fresh,"['drama', 'crime']",80.0,3
1995,actress,leaving las vegas,elisabeth shue,0,0,0,0,0,90.0,certified fresh,"['drama', 'romance']",82.0,4
1995,actress,casino,sharon stone,0,1,0,0,0,80.0,certified fresh,"['biography', 'drama', 'crime']",73.0,1
1995,actress,the bridges of madison county,meryl streep,0,0,0,0,0,90.0,certified fresh,"['drama', 'romance']",66.0,1
1995,actress,sense and sensibility,emma thompson,0,0,0,0,1,84.0,False,"['drama', 'romance']",84.0,6
1995,supporting actress,nixon,joan allen,0,0,0,0,0,74.0,certified fresh,"['biography', 'drama']",66.0,4
1995,supporting actress,apollo 13,kathleen quinlan,0,0,0,0,0,95.0,certified fresh,"['adventure', 'drama', 'history']",77.0,7
1995,supporting actress,mighty aphrodite,mira sorvino,1,1,0,0,0,59.0,False,"['fantasy', 'comedy', 'romance']",59.0,2
1995,supporting actress,sense and sensibility,kate winslet,0,0,0,1,1,84.0,False,"['drama', 'romance']",84.0,6
1995,production design,apollo 13,apollo 13,0,0,0,0,0,95.0,certified fresh,"['adventure', 'drama', 'history']",77.0,7
1995,production design,babe,babe,0,0,0,0,0,97.0,certified fresh,"['adventure', 'drama', 'fantasy', 'family']",83.0,6
1995,production design,a little princess,a little princess,0,0,0,0,0,97.0,fresh,"['drama', 'fantasy', 'family']",83.0,2
1995,production design,restoration,restoration,1,0,0,0,0,70.0,fresh,none,70.0,2
1995,production design,restoration,restoration,1,0,0,0,0,70.0,fresh,none,70.0,2
1995,production design,richard iii,richard iii,0,0,0,0,0,94.0,certified fresh,none,94.0,1
1995,cinematography,batman forever,batman forever,0,0,0,0,0,39.0,rotten,"['action', 'thriller', 'fantasy', 'crime']",51.0,1
1995,cinematography,braveheart,braveheart,1,0,0,0,0,77.0,certified fresh,"['action', 'biography', 'drama', 'history', 'war']",68.0,5
1995,cinematography,a little princess,a little princess,0,0,0,0,0,97.0,fresh,"['drama', 'fantasy', 'family']",83.0,2
1995,cinematography,sense and sensibility,sense and sensibility,0,0,0,0,0,84.0,False,"['drama', 'romance']",84.0,6
1995,director,babe,babe,0,0,0,0,0,97.0,certified fresh,"['adventure', 'drama', 'fantasy', 'family']",83.0,6
1995,director,braveheart,braveheart,1,1,0,0,0,77.0,certified fresh,"['action', 'biography', 'drama', 'history', 'war']",68.0,5
1995,director,dead man walking,dead man walking,0,0,0,0,0,95.0,certified fresh,"['drama', 'crime']",80.0,3
1995,director,leaving las vegas,leaving las vegas,0,0,0,0,0,90.0,certified fresh,"['drama', 'romance']",82.0,4
1995,score,apollo 13,apollo 13,0,0,0,0,0,95.0,certified fresh,"['adventure', 'drama', 'history']",77.0,7
1995,score,braveheart,braveheart,0,0,0,0,0,77.0,certified fresh,"['action', 'biography', 'drama', 'history', 'war']",68.0,5
1995,score,nixon,nixon,0,0,0,0,0,74.0,certified fresh,"['biography', 'drama']",66.0,4
1995,score,sense and sensibility,sense and sensibility,0,0,0,0,0,84.0,False,"['drama', 'romance']",84.0,6
1995,score,the american president,the american president,0,0,0,0,0,91.0,certified fresh,"['drama', 'comedy', 'romance']",67.0,1
1995,score,pocahontas,pocahontas,1,0,0,0,0,55.0,rotten,"['drama', 'history', 'romance', 'animation', 'family', 'musical']",58.0,1
1995,score,sabrina,sabrina,0,0,0,0,0,65.0,fresh,"['drama', 'comedy']",56.0,1
1995,score,toy story,toy story,0,0,0,0,0,100.0,certified fresh,"['adventure', 'fantasy', 'comedy', 'animation', 'family']",95.0,2
1995,score,unstrung heroes,unstrung heroes,0,0,0,0,0,74.0,fresh,none,74.0,1
1995,picture,apollo 13,apollo 13,0,0,1,0,0,95.0,certified fresh,"['adventure', 'drama', 'history']",77.0,7
1995,picture,babe,babe,0,1,0,0,0,97.0,certified fresh,"['adventure', 'drama', 'fantasy', 'family']",83.0,6
1995,picture,braveheart,braveheart,1,0,0,0,0,77.0,certified fresh,"['action', 'biography', 'drama', 'history', 'war']",68.0,5
1995,picture,sense and sensibility,sense and sensibility,0,1,0,0,1,84.0,False,"['drama', 'romance']",84.0,6
1995,effects,apollo 13,apollo 13,0,0,0,0,0,95.0,certified fresh,"['adventure', 'drama', 'history']",77.0,7
1995,effects,babe,babe,1,0,0,0,0,97.0,certified fresh,"['adventure', 'drama', 'fantasy', 'family']",83.0,6
1995,screenplay,apollo 13,apollo 13,0,0,0,0,0,95.0,certified fresh,"['adventure', 'drama', 'history']",77.0,7
1995,screenplay,babe,babe,0,0,0,0,0,97.0,certified fresh,"['adventure', 'drama', 'fantasy', 'family']",83.0,6
1995,screenplay,leaving las vegas,leaving las vegas,0,0,0,0,0,90.0,certified fresh,"['drama', 'romance']",82.0,4
1995,screenplay,sense and sensibility,sense and sensibility,1,1,1,0,0,84.0,False,"['drama', 'romance']",84.0,6
1995,screenplay,braveheart,braveheart,0,0,0,0,0,77.0,certified fresh,"['action', 'biography', 'drama', 'history', 'war']",68.0,5
1995,screenplay,mighty aphrodite,mighty aphrodite,0,0,0,0,0,59.0,False,"['fantasy', 'comedy', 'romance']",59.0,2
1995,screenplay,nixon,nixon,0,0,0,0,0,74.0,certified fresh,"['biography', 'drama']",66.0,4
1995,screenplay,toy story,toy story,0,0,0,0,0,100.0,certified fresh,"['adventure', 'fantasy', 'comedy', 'animation', 'family']",95.0,2
1995,screenplay,the usual suspects,the usual suspects,1,0,0,0,1,89.0,certified fresh,"['mystery', 'thriller', 'crime']",77.0,2
1996,actor,jerry maguire,tom cruise,0,1,0,0,0,77.0,False,"['drama', 'sport', 'comedy', 'romance']",77.0,4
1996,actor,the english patient,ralph fiennes,0,0,0,0,0,84.0,certified fresh,"['drama', 'romance', 'war']",87.0,9
1996,actor,the people vs larry flynt,woody harrelson,0,0,0,0,0,89.0,certified fresh,"['biography', 'drama']",79.0,2
1996,actor,shine,geoffrey rush,1,1,0,1,1,91.0,certified fresh,"['biography', 'drama', 'romance', 'music']",87.0,6
1996,actor,sling blade,billy bob thornton,0,0,0,0,0,96.0,certified fresh,['drama'],84.0,2
1996,supporting actor,jerry maguire,cuba gooding jr,1,0,0,0,0,77.0,False,"['drama', 'sport', 'comedy', 'romance']",77.0,4
1996,supporting actor,fargo,william h macy,0,0,0,0,0,93.0,certified fresh,"['drama', 'thriller', 'crime']",85.0,6
1996,supporting actor,shine,armin mueller-stahl,0,0,0,0,0,91.0,certified fresh,"['biography', 'drama', 'romance', 'music']",87.0,6
1996,supporting actor,primal fear,edward norton,0,1,0,0,0,47.0,False,"['drama', 'mystery', 'thriller', 'crime']",47.0,1
1996,actress,fargo,frances mcdormand,1,0,0,1,0,93.0,certified fresh,"['drama', 'thriller', 'crime']",85.0,6
1996,actress,the english patient,kristin scott thomas,0,0,0,0,0,84.0,certified fresh,"['drama', 'romance', 'war']",87.0,9
1996,actress,breaking the waves,emily watson,0,0,0,0,0,85.0,certified fresh,"['drama', 'romance']",76.0,1
1996,supporting actress,the crucible,joan allen,0,0,0,0,0,68.0,fresh,none,68.0,2
1996,supporting actress,the english patient,juliette binoche,1,0,0,0,1,84.0,certified fresh,"['drama', 'romance', 'war']",87.0,9
1996,production design,the birdcage,the birdcage,0,0,0,0,0,72.0,False,['comedy'],72.0,1
1996,production design,the english patient,the english patient,1,0,0,0,0,84.0,certified fresh,"['drama', 'romance', 'war']",87.0,9
1996,production design,evita,evita,0,0,0,0,0,63.0,fresh,"['biography', 'drama', 'musical']",45.0,2
1996,production design,hamlet,hamlet,0,0,0,0,0,95.0,certified fresh,none,95.0,3
1996,cinematography,the english patient,the english patient,1,0,0,0,0,84.0,certified fresh,"['drama', 'romance', 'war']",87.0,9
1996,cinematography,evita,evita,0,0,0,0,0,63.0,fresh,"['biography', 'drama', 'musical']",45.0,2
1996,cinematography,fargo,fargo,0,0,0,0,0,93.0,certified fresh,"['drama', 'thriller', 'crime']",85.0,6
1996,cinematography,fly away home,fly away home,0,0,0,0,0,87.0,certified fresh,none,87.0,1
1996,cinematography,michael collins,michael collins,0,0,0,0,0,77.0,certified fresh,"['biography', 'drama', 'thriller', 'war']",60.0,2
1996,director,the english patient,the english patient,1,0,1,0,0,84.0,certified fresh,"['drama', 'romance', 'war']",87.0,9
1996,director,fargo,fargo,0,0,0,0,1,93.0,certified fresh,"['drama', 'thriller', 'crime']",85.0,6
1996,director,the people vs larry flynt,the people vs larry flynt,0,1,0,0,0,89.0,certified fresh,"['biography', 'drama']",79.0,2
1996,director,shine,shine,0,0,0,0,0,91.0,certified fresh,"['biography', 'drama', 'romance', 'music']",87.0,6
1996,score,the english patient,the english patient,1,1,0,0,0,84.0,certified fresh,"['drama', 'romance', 'war']",87.0,9
1996,score,hamlet,hamlet,0,0,0,0,0,95.0,certified fresh,none,95.0,3
1996,score,michael collins,michael collins,0,0,0,0,0,77.0,certified fresh,"['biography', 'drama', 'thriller', 'war']",60.0,2
1996,score,shine,shine,0,0,0,0,0,91.0,certified fresh,"['biography', 'drama', 'romance', 'music']",87.0,6
1996,score,sleepers,sleepers,0,0,0,0,0,49.0,False,"['drama', 'thriller', 'crime']",49.0,1
1996,score,emma,emma,1,0,0,0,0,84.0,certified fresh,"['comedy', 'romance']",66.0,1
1996,score,the first wives club,the first wives club,0,0,0,0,0,49.0,rotten,['comedy'],58.0,1
1996,score,the hunchback of notre dame,the hunchback of notre dame,0,0,0,0,0,71.0,fresh,"['drama', 'romance', 'animation', 'family', 'musical']",74.0,1
1996,score,james and the giant peach,james and the giant peach,0,0,0,0,0,91.0,certified fresh,none,91.0,1
1996,picture,the english patient,the english patient,1,1,1,0,1,84.0,certified fresh,"['drama', 'romance', 'war']",87.0,9
1996,picture,fargo,fargo,0,0,0,0,0,93.0,certified fresh,"['drama', 'thriller', 'crime']",85.0,6
1996,picture,jerry maguire,jerry maguire,0,0,0,0,0,77.0,False,"['drama', 'sport', 'comedy', 'romance']",77.0,4
1996,picture,shine,shine,0,0,0,0,0,91.0,certified fresh,"['biography', 'drama', 'romance', 'music']",87.0,6
1996,effects,dragonheart,dragonheart,0,0,0,0,0,50.0,rotten,none,50.0,1
1996,effects,independence day,independence day,1,0,0,0,0,65.0,fresh,"['action', 'adventure', 'sci-fi', 'thriller']",59.0,1
1996,effects,twister,twister,0,0,0,0,0,57.0,rotten,"['action', 'adventure', 'drama', 'thriller']",68.0,1
1996,screenplay,the crucible,the crucible,0,0,0,0,0,68.0,fresh,none,68.0,2
1996,screenplay,the english patient,the english patient,0,0,0,0,1,84.0,certified fresh,"['drama', 'romance', 'war']",87.0,9
1996,screenplay,hamlet,hamlet,0,0,0,0,0,95.0,certified fresh,none,95.0,3
1996,screenplay,sling blade,sling blade,1,0,1,0,0,96.0,certified fresh,['drama'],84.0,2
1996,screenplay,trainspotting,trainspotting,0,0,0,0,0,90.0,certified fresh,"['drama', 'crime']",83.0,1
1996,screenplay,fargo,fargo,1,0,1,0,0,93.0,certified fresh,"['drama', 'thriller', 'crime']",85.0,6
1996,screenplay,jerry maguire,jerry maguire,0,0,0,0,0,77.0,False,"['drama', 'sport', 'comedy', 'romance']",77.0,4
1996,screenplay,lone star,lone star,0,0,0,0,0,94.0,certified fresh,"['drama', 'mystery', 'romance', 'western']",78.0,1
1996,screenplay,shine,shine,0,0,0,0,0,91.0,certified fresh,"['biography', 'drama', 'romance', 'music']",87.0,6
1997,actor,good will hunting,matt damon,0,0,0,0,0,97.0,certified fresh,['drama'],70.0,7
1997,actor,the apostle,robert duvall,0,0,0,0,0,83.0,False,['drama'],83.0,1
1997,actor,wag the dog,dustin hoffman,0,0,0,0,0,85.0,certified fresh,"['drama', 'comedy']",73.0,2
1997,actor,as good as it gets,jack nicholson,1,1,0,1,0,85.0,certified fresh,"['drama', 'comedy', 'romance']",67.0,6
1997,supporting actor,jackie brown,robert forster,0,0,0,0,0,87.0,certified fresh,"['drama', 'thriller', 'crime']",64.0,1
1997,supporting actor,amistad,anthony hopkins,0,0,0,0,0,77.0,certified fresh,"['drama', 'history', 'mystery']",63.0,3
1997,supporting actor,as good as it gets,greg kinnear,0,0,0,0,0,85.0,certified fresh,"['drama', 'comedy', 'romance']",67.0,6
1997,supporting actor,boogie nights,burt reynolds,0,1,0,0,0,93.0,certified fresh,['drama'],85.0,3
1997,supporting actor,good will hunting,robin williams,1,0,0,1,0,97.0,certified fresh,['drama'],70.0,7
